text|label
Tak rzecze: «O szczęśliwsi stokroć, co w walk dobie|wergiliusz
Tak łakomie połykać i gęsto zapijać,|mickiewicz
Rurą ku niemu wije i już cyngla tyka;|mickiewicz
Czarnymi skrzydły kręgi obrotne zatacza,|wergiliusz
Do tronu i kropidłem, plusk, raz cara zmoczyć,|mickiewicz
Jej przestrach zmroził kości: zatoczy się blada,|wergiliusz
<<W świcie Księcia był książę niemiecki Denassów,|mickiewicz
Takim był kres Pryjama, wśród takich go pieszczot|wergiliusz
Z rąk Achajów nie padły pod ojczystym murem!|wergiliusz
Jako ostatni płomyk życia przy skonaniu!|mickiewicz
Choć on sam ptaka strącił z nieba wysokości.|wergiliusz
Wyszedł przewodniczący całemu zebraniu|mickiewicz
Mój bezład w domu, bieda, mój nałóg haniebny|mickiewicz
720 I już w takt postępują zgodzonymi dźwięki,|mickiewicz
Enej tymczasem fale siekł, zakryty nocą,|wergiliusz
Ród ich Cyrce podstępna, zwiódłszy rodziciela,|wergiliusz
Bijący zręby, tarczę i pancerz mu strzaskał.|wergiliusz
I w obóz dzielne konie uwiodła znienacka,|wergiliusz
Ale Orest, którego wskróś miłość przenika|wergiliusz
Chęć boju lub świetnego czynu w sercu moim|wergiliusz
Który ma czarność węgla, przejrzystość bursztynu,|mickiewicz
Na podróż ma strój inny; szerokie rajtuzy|mickiewicz
Już z morza trynakryjskiej Etny widać załom;|wergiliusz
430 Nawet wtenczas, gdy milczał lub z placką za muchą|mickiewicz
Czy sądzisz, że to Cienie cieszy i proch szczery?|wergiliusz
Która miejsca na gniazdo szuka w okolicy.|mickiewicz
Czyż z bronią z miasta wszyscy nie ruszą nań w pędzie?|wergiliusz
770 Jutro i Hrabia z całym myślistwem tu zjedzie,|mickiewicz
Czas by już zjeść i wypić Pana Sędzi zdrowie!>>|mickiewicz
Wskazywał je, wspomniawszy, gdzie jaki brzeg zwisa,|wergiliusz
450 Stoi, łokieć przytwierdza na głowni rapiera,|mickiewicz
Kapys, Numitor oraz mąż twego nazwiska:|wergiliusz
Białopiotrowiczowi samemu odmówił!|mickiewicz
Niech staje i podnosi w rzemień zbrojne dłonie!|wergiliusz
Niepewny, czy to Geniusz, co chroni grobowiec|wergiliusz
Usiadła owa piękność widziana w pomroku;|mickiewicz
    Lecz drużka Trywii, Opis, z dawna na placówce|wergiliusz
Zwykł biec, dłoń uzbroiwszy twardą skórą wołów.|wergiliusz
Szumiał, tryskał i zaraz, jakby szukał cienia,|mickiewicz
Lecz jestem szlachcic, rad bym plamę domu zmazać;|mickiewicz
Długimi drągi z brzegu pędzą na głębinę.|mickiewicz
Jaki kraj tu i ludzie, gdzie mają swe grody,|wergiliusz
Kolany wparty w piasek, wyrywać zacząłem —|wergiliusz
<<Ach, Ciociu! rzekła smutnie Zosia, cóż ja winna,|mickiewicz
Głowa niknie, raz jeszcze jakby kto kutasem|mickiewicz
Na pomoc woła druhów, każe spiesznie z rany|wergiliusz
I Tyburcy. Nad wszystkim dzierż nadzór surowy!»|wergiliusz
Zakręcił koło głowy, nie szczędząc mozołów,|wergiliusz
<<Bracie, kończył, co myślisz? zrobim zaręczyny?|mickiewicz
690 Młodzieniec jej nawzajem komplementy prawił.|mickiewicz
Dla Teukrów, imię nadał ludowi, wbił bronie|wergiliusz
Zatknąwszy, wyszedł cicho z pokoju. Tymczasem|mickiewicz
Że kto pokochał pańskie lub królewskie dziecię,|mickiewicz
Spieniona pod żelazem ostrym, z dala widna…|wergiliusz
Mopanku! rzadko który pisarz prowentowy|mickiewicz
Pochylił w talerz głowę, milczał i gryzł wargi.|mickiewicz
Na marach tych młodzieniec spoczął pięknolicy,|wergiliusz
Palce drobne, zwrócone na światło różowe,|mickiewicz
Skąd zazdrość o Auzonię w twym sercu powstaje?|wergiliusz
Prawie wszyscy Dobrzyńscy schronili się w Księstwie;|mickiewicz
    Olimpu władca krótko odpowie jej, Jowisz:|wergiliusz
Podbiegł do wpół żywego, na kark wstąpi nogą,|wergiliusz
Napełnia się, po krańce sklepionych sal wnętrza|wergiliusz
Uderzy; po Kamilli zgonie wre bój dziki|wergiliusz
I z rześką Hippolitą lub Pentezyleją|wergiliusz
Dla Neptuna z Egei i Nereid macierzy.|wergiliusz
A nie, to bizun - jutro staniesz na kobiercu.|mickiewicz
Obiegał zgromadzenie ognistą źrenicą|mickiewicz
Stu sztabami ze spiżu i żelazem srogiem|wergiliusz
Jana albo Józefa, lub Maćka - i basta.|mickiewicz
Kurz krwawy, od przekłutych nóg rzemienie biegą.|wergiliusz
Dość losom i Wenerze, że Auzonia żyzna|wergiliusz
Właściwa przecież Manom, co złudą w śnie mylą.|wergiliusz
Mignęła świecąca się kuchmistrza szlafmyca.|mickiewicz
Że wśród wroga miast greckich minęlim tak wiele.|wergiliusz
Z jam oka wybitego krew spłukał płynącą;|wergiliusz
Na to hasło stojący obok kobeźnicy,|mickiewicz
Niemniej Enej, którego myśl rany jej mącą,|wergiliusz
Przyjaźnie dajmy Teukrom i na słusznym prawie|wergiliusz
Niepogrzebion, chcesz Styksu toń ujrzeć od razu|wergiliusz
Telimena, ku lewej iźbie obrócona,|mickiewicz
Jakby jakaś przez pole suwała się żmija,|mickiewicz
    Gdy szelest Jędzy pozna Juturna strwożona,|wergiliusz
Juppiter nakaz z nieba objawił jej ostry,|wergiliusz
Osacza, z ujadaniem nań głośnym nastaje; —|wergiliusz
310 Gdy te słowa z uczuciem mówił chłopiec młody,|mickiewicz
490 Bo serce nie jest sługa, nie zna, co to pany,|mickiewicz
Z małą odmianą słowa na »Kamilla«, zwie ją.|wergiliusz
I palestra z fajkami! to mi kawalery!|mickiewicz
w. 159:|mickiewicz
Więc Enej nowe ojcu ofiary śle w darze,|wergiliusz
Sojusz. Wszak mnie to Turna zwierzył układ święty!»|wergiliusz
Dopaść z bliska. — Turn wtenczas, nieprzytomny z trwogi:|wergiliusz
Nie wpierw, gdyś berło dała? — Oto dana ręka,|wergiliusz
50 Gdzie by jej huk nie doszedł; pomiędzy ciemnemi|mickiewicz
Na łożach, w krwi, konając tłum mężów się miota;|wergiliusz
Zbladłe wargi.|wergiliusz
Oderznął skoki i rzekł: <<Dziś równą odprawę|mickiewicz
Bez dalszych uwag.|wergiliusz
Udając, że szukanie grzybów tam go zwabia;|mickiewicz
Bieży do starca, liśćmi kapusty znęcona,|mickiewicz
Czterema końmi sadzi; skroń mu pełną chwały|wergiliusz
Rozłożył je, ołówek przyciął, w ustach zmoczył,|mickiewicz
Ale czyli pasieki zwabiła cię wonność,|mickiewicz
Strącona spadła kita, potężną tarcz chyże|wergiliusz
Z góry i głębie morza tnie długim kadłubem.|wergiliusz
Wspartą kręcił, jak tykwą wbitą na kij długi,|mickiewicz
Nie zechce dać dziewicy i dotrzymać słowa,|wergiliusz
Przeróżnych bogów larwy i szczekacz zuchwały|wergiliusz
Wiele też innych rzeczy sobie oświadczyli;|mickiewicz
więc są po dawnemu sędziowie ziemscy i grodzcy w powiatach, i|mickiewicz
Jednym palcem spuszczone u jednej dwururki;|mickiewicz
Ot gałki! krzyknął, w Sędzię gałkami wszystkimi!>>|mickiewicz
Mygdonides: on w dniach tych do Troi niespodzian|wergiliusz
Bonończyka! Ach, była to rozkoszna psina!|mickiewicz
Pan żartuje, co? Zamek, Horeszków siedlisko,|mickiewicz
Śmiech powstał w obu izbach. Sędzia z Bernardynem|mickiewicz
Te księgi proste jako ich piosenki.|mickiewicz
Przy ryglach. Eol siedzi u szczytu zamczyska,|wergiliusz
On na statku wyniosłym stoi, obie skronie|wergiliusz
Wierzaj mi, wielką siłę ma ślubna obrączka.|mickiewicz
W ogromnych wirach błotnych, zmącona aż do dna,|wergiliusz
Poznał nagle, że w środek wpadł swych nieprzyjaciół:|wergiliusz
A potem trzykroć ręką klasnąwszy po pysku,|mickiewicz
I Pani, i Panienka, i nadworne panny;|mickiewicz
Ale razem niemałą chętkę do swywoli.|mickiewicz
Zadzwonił w nią palcami, zażył i rzekł: <<Panie|mickiewicz
I prawicą Egidy krąg wstrząsa ponury.|wergiliusz
Z lewej strony Strapczyna, a z prawej zawisał|mickiewicz
Najuboższych różni się od chłopskich katanek:|mickiewicz
Zraniona miłość z męstwem nieugiętym zgoła.|wergiliusz
100 Daje rozkazy, Sędzia wypełnia je ściśle.|mickiewicz
I płaszcz fryski, nie mniejsze okazując serce|wergiliusz
Już zaczęły żniwiarki swą piosnkę zwyczajną,|mickiewicz
I głazy grzmią, a morze porosty w nią ciska. —|wergiliusz
Brata i smolnych nurtów wrące klnąc się wały,|wergiliusz
twoim domownikiem, w karczmie twojej siedzi.|mickiewicz
I ażeby ukarać niewierną kochankę,|mickiewicz
Snuł się wkoło po trawie, ruchawy i czarny;|mickiewicz
Wodzowie, strojni złotem i pysznym szkarłatem:|wergiliusz
Więc kułak przycisnąwszy na schylonym czole,|mickiewicz
I przeciąwszy mu drogę, do źródła pośpieszał.|mickiewicz
Powtarzano z kolei przestrogę Hreczechy,|mickiewicz
Otarła się, brzeg tarczy przebiwszy, i ciała|wergiliusz
On kocha, a mam słowo ciotki i dziewczyny>>.|mickiewicz
Ze dna piersi mu jęki żal dobył głęboki,|wergiliusz
Nie chciały także bogi, bym ja miłej żonie|wergiliusz
<<Widzi Aśćka, od czasu jak tu u nas gości|mickiewicz
I od jakiej Daresa wyrwaliście zguby!»|wergiliusz
Zwalcz dziś Marsa Hymenem; srogiej niezgód hydrze|mickiewicz
I pani Telimena, i panny, i panie,|mickiewicz
Ciebie żadne straszydło, ni Tyfej niezmierny|wergiliusz
Zawieja rzednie, pilnym okiem szuka Turna,|wergiliusz
Krzycząc: ura! od bramy wali po tarasie;|mickiewicz
Na Teukrów i Latynów wystarczy mu siły.|wergiliusz
Radziwiłłowie, kilkunastotysięczne wojska. Żałujący więc,|mickiewicz
A jużeś pod jej bokiem nowych ofiar szukał!|mickiewicz
Wśród licznych życzeń. Również i Jul pięknolicy,|wergiliusz
polityk duch czasu zbadywał|mickiewicz
    «Nie zwlekajmy: Jowisza wspomaga nas ręka!|wergiliusz
Lecz wnet albo pierzchając wstecz tyły podają,|wergiliusz
Lilie sypcie, ja kwiaty różane rozprószę:|wergiliusz
Lub zbrojny w rzemień twardy chce walki na pięści,|wergiliusz
Siedziby zmienić trzeba: nie wśród Krety dolin|wergiliusz
    Zgadza się, myśl z radością zmieniając, Junona;|wergiliusz
Tak szpecąc trawę, czyni bardzo nieroztropnie.|mickiewicz
Hrabia miał czas ostygnąć z zapału i gniewu,|mickiewicz
Nie tak to dawno! takeś zestarzał się z żalu!|mickiewicz
Ze łbem przy ziemi, ciężkim go cielskiem przygniecie.|wergiliusz
Złożą broń z barków. Latyn sam podziwia z bliska|wergiliusz
Wygnanego za grzechy z rozkoszy ogrojca.|mickiewicz
Płosząc sen, gdy niewiasta biedą przyciśniona,|wergiliusz
Nagi, na nieznajomym leżeć będziesz piasku!»|wergiliusz
I, dalibógże, nigdy ciebie nie zapomnę>>.|mickiewicz
Ziem przejeżdżał z Wołynia do swoich dóbr polskich,|mickiewicz
Zaczęli z dawnych gniewów ostygać powoli.|mickiewicz
Robak, nim zaczął mówić, w Klucznika oblicze|mickiewicz
Maciek milczał, lecz widno, że się zaczął gniewać.|mickiewicz
Dla wróblów; spada z dachów krzykliwa hołota.|mickiewicz
510 Przyczynę zmian tak częstych na próżno byś macał:|mickiewicz
Broń dzierżąc, a przewyższa wszystkich głową całą:|wergiliusz
Ziemię, której przez fale mord niesiesz i grabież!»|wergiliusz
Hrabia go ucałował i na pierś przyszpilał;|mickiewicz
ziemskiego, rósł dąb znany pod imieniem Baublisa, niegdyś w|mickiewicz
Ściągają druhy łodzie, napełnią wybrzeże;|wergiliusz
Pana, zwykł sam przyjmować i zabawiać gości|mickiewicz
Któż to? mamże wam gadać?>> - <<A jużci Soplica,|mickiewicz
— «Czas wróżb żądać — zawoła — oto bóg». — Jej lica|wergiliusz
Wy, bogi i boginie wszystkie, którym w drodze|wergiliusz
Uwiązaną w kokardę wstążeczkę czerwoną,|mickiewicz
    «Co za rodzaj zbrodniarzy, panno? — za co srogą|wergiliusz
Poznajmy z sobą państwa młodych; będziem zważać,|mickiewicz
620 Oficerowie wiodą muzykę wojskową;|mickiewicz
Wszczął się naprzód szmer, potem gwar i krzyk wesoły, Jak w ulu|mickiewicz
Po chwili w Horeszkowskim samotnym budynku|mickiewicz
Trwożyć się! Ja też oszczep prawicą mą miotam|wergiliusz
I długo potem, ręką pana już głaskane,|mickiewicz
560 Drugim niech swą Leliwę nada Pan Soplica.|mickiewicz
Zlękłymi ujrzy, najpierw z przestrachem krok wstrzyma,|wergiliusz
Zbudował miasto Wilno, które w lasach siedzi|mickiewicz
Lecz skoro jej los gorzki żyć dłużej nie daje,|wergiliusz
Nic nie opuszczaj!>> - <<Panie Kluczniku, zaczekaj,|mickiewicz
I pochylił ku piersiom czoło zadumane;|mickiewicz
Denassów, przerwana. - Zagajenie układów między stronami, także|mickiewicz
Dawał rady, plac boju z różnych stron obchodził,|mickiewicz
520 Płuta adiutant sztabu przyjechał zawczora:|mickiewicz
Kto przypuści do siebie źwierza jak należy,|mickiewicz
Trzasnąwszy drzwi za sobą. Szczęściem, że tej sceny|mickiewicz
Cała Teukria po długim się smutku weseli.|wergiliusz
Dosyć, że nam się zdawał małpą lub papugą,|mickiewicz
Rozstrycha się tłum na dwie kupy rozdzielony,|mickiewicz
Lecz nas drą jak na łyka>>. - <<Cham, Skołuba krzyknął, Głupi,|mickiewicz
Olear, śnieżną Paros, Cyklady wyniośle|wergiliusz
Porozpędzanych jegrów ściga, rąbie, kole;|mickiewicz
Tarcz mężów, przyłbic oraz ciał dzielnych się zwali,|wergiliusz
swojej do Ziemi Świętej.|mickiewicz
Co myślę, jaki zamiar powziąłem przed chwilką:|wergiliusz
Stanął Enej i w krzyki te wsłucha się z trwogą:|wergiliusz
Albo urząd, lecz ziemski, przyznany wyborem|mickiewicz
Dwudziestu wiodąc jeźdźców dobranych, niespodzian|wergiliusz
A nie, to was wystrzelam jako w jamie wilki>>.|mickiewicz
Baran lub krówka; wspomnij, Księże, na te słowa:|mickiewicz
Nie huczał gród, nie ginął nikt po mieście całem:|wergiliusz
Daremnie w tył Kropiciel ciska ślepe razy,|mickiewicz
Ucieka, córkę w górach lesistych ukrywa,|wergiliusz
«Nieszczęsny chłopcze! — rzecze — jakiej chwały godna|wergiliusz
Cokolwiek będzie, jedna nas groza pospołu|wergiliusz
Trzyma mnie. Chciałam, żeby nieszczęsnemu bratu|wergiliusz
Niech w ziemię wroga bruzdą łódź sama się wełnie!|wergiliusz
Na dno dążąc. Eneja sen nocny opuści.|wergiliusz
Swej ziemi (od Chaona z niw Troi, dosłownie);|wergiliusz
Wnet wicher wzdyma morze, zapienią się w szale|wergiliusz
Milczące, zaniedbane od milczącej młodzi.|mickiewicz
I tak chcecie, gdy wspólnej sam szkodzę obronie,|wergiliusz
Zdziwiły się, zaśmiały nawet strony obie:|mickiewicz
Wilgotną, leży wyspa — z praojców lud zwie ją|wergiliusz
Sprawiłem raz Prusakom czterem dobre chrzciny,|mickiewicz
Pusto wszędzie. - Na ganek wchodzi nie bez strachu,|mickiewicz
Jutro będę dla sprawy w powiatowym mieście|mickiewicz
Wspomnijcie też starego Wojskiego przestrogę:|mickiewicz
I te słowa do druha gorącego rzecze:|wergiliusz
Nie będą odtąd państw tych pustoszyć żelazem!|wergiliusz
Jeszcze się w ręku bili, aż leciało pierze,|mickiewicz
Tam Arruns milczkiem pędzi i tropi jej ślady;|wergiliusz
Biały, matki dorasta głową — już wesoło|wergiliusz
I gałązkę oliwy wznosząc, tak zaczyna:|wergiliusz
I kloce ściętych dębów piętrzą na stos wielki,|wergiliusz
By stary Dąbrowskiego posłyszeć mazurek.|mickiewicz
Natęża, takty zmienia, coś innego głosi.|mickiewicz
100 Bo woźni przed procesem, jak szpiegi przed bojem,|mickiewicz
Rozciąga się równina, zakryta dla oka,|wergiliusz
Ubrana bardzo strojnie, Tekla Hreczeszanka;|mickiewicz
I pełne gniewom swoim rozpuszczając wodze.|wergiliusz
Spadł żagiel, chwycim wiosła: wnet majtków drużyny|wergiliusz
Niby burza rwie w pole. Jak Orion, co hucznie|wergiliusz
<<Mnie polityka nudzi; jeżeli z Warszawy|mickiewicz
Potem w dłoń ujmie włócznię, co pod cieniem pował|wergiliusz
Bój nastał, dał młodzieńcom za mistrze i wodze.|wergiliusz
W dłoń męską ich oddaje. Dziś niech każdy na dach|wergiliusz
A wtem usłyszał tarkot, uczuł serca drżenie,|mickiewicz
Na Auzońców i obóz, co w szańce się wtula,|wergiliusz
W głąb pusty wsadzą chyłkiem, wnet bok mu olbrzymi|wergiliusz
Pierzchło i w lekkie tchnienia uleciało życie.|wergiliusz
Rodzaj architektury, obcym budowniczym|mickiewicz
270 Dziedzictwo starożytnej rodziny Horeszków;|mickiewicz
O którym powiadano, że w Libijskiej ziemi|mickiewicz
Bliskiego boga: «Zwlekasz ze śluby — zakrzyczy —|wergiliusz
Nad których głową skała bruzdami poryta|wergiliusz
Gdy to rzecze i bogów na śluby przywoła,|wergiliusz
770 Wojski powstał, zrozumiał towarzyszów wolę|mickiewicz
Na stos kobierców, we śnie dyszał piersią całą,|wergiliusz
Miałyżby wojnę wróżyć ci jeźdźcy? te bronie?|mickiewicz
Ilekroć z książką wyszłam sobie do ogrodu,|mickiewicz
Rozglądają się jeźdźcy. Nizus, śmielszy jeszcze,|wergiliusz
Król Ewander, co Romy założył warownię,|wergiliusz
330 Gdy wpełźnie na zielony liść klonu. Niestety!|mickiewicz
Szedł Enej, takim wdziękiem twarz piękna mu błyska.|wergiliusz
Które Hrabia oberwał pełznąc przez zagony,|mickiewicz
Z szyderstwy, inni w bramach otwartych wszerz stoją,|wergiliusz
Jeszcze nie mogło ptastwem zakwitnąć na nowo|mickiewicz
I broń, co głośnym dźwiękiem dreszczu nieci mrowie,|wergiliusz
Jakby nie pamiętali na zasiew i żniwo.|mickiewicz
Wreszcie z kolei wszystkich trzech par zaręczonych,|mickiewicz
Bijąca z Polski jako dzwon smętarza,|mickiewicz
W politykę jam nigdy bardzo się nie wdawał,|mickiewicz
Zabłysła licem, słowy tak ciesząc go skrycie:|wergiliusz
I Pan mu zamek oddasz? niecne jego nogi|mickiewicz
440 Czy to Tadeuszowi szkodzi, czy nie szkodzi,|mickiewicz
Oczy chustką obwiewał i coraz spozierał:|mickiewicz
Rozprzestrzenił szeroko przednie krzyżem łapy,|mickiewicz
w paszczę Kusego, czyli też Sokoła,|mickiewicz
Wówczas twarze potworne druhów nad powierzchnie|wergiliusz
Ale, czego przeznaczeń prawo nie zabrania,|wergiliusz
Z gorszącej kłótni waszej co będzie? czy wiecie?|mickiewicz
Mars powraca. O świcie zjawił się w Dobrzynie|mickiewicz
Nudzi się, kręci głową, roboty nie patrzy,|mickiewicz
Zlewając miód i maki, nęcące do spania.|wergiliusz
Buchman krzyknął: <<Ja zgody nigdy nie pochwalam!|mickiewicz
Sama wiesz, jak czas znaleźć i sposobność skorą.|wergiliusz
590 Mówią, że bardzo smutnie wygląda na grobie:|mickiewicz
Zebranie zwoła niebian ojciec i król ludzi|wergiliusz
W mym zdaniu, nie odmienisz go mową uprzejmą.|wergiliusz
Prawica twa to sprawia: pomstę za nas obu|wergiliusz
Ażeby stanowisko zająć konopiane,|mickiewicz
Ciekawych rzesze, kobiet bezbronnych gromada|wergiliusz
Więc gniewa się, prawicę na rękojeść składa,|mickiewicz
Ledwie dziedziniec taką gromadę ogarnie,|mickiewicz
Słuchał, aż mu wiatr przyniósł, wiejący od puszczy,|mickiewicz
Gdy zaś w gród ręce wasze go wwiodą dostojnie,|wergiliusz
Chcą pierwsi spotkać zwierza: choć Wojski ostrzegał,|mickiewicz
